Swift Glx 1.2L Cvt	Swift	https://www.suzuki.co.th/en/model/swift/specification
Swift GL Next 1.2L Cvt	Swift	https://www.suzuki.co.th/en/model/swift/specification
Celerio Gx 1.0L Cvt	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Hilux Travo	Hilux	https://www.toyota.co.th/model/alphard
Alphard Z 2WD	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
Swift GL 1.2L Cvt	Swift	https://www.suzuki.co.th/en/model/swift/specification
Celerio GL 1.0L Cvt	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
XL7 1.5L	XL7	https://www.suzuki.co.th/en/model/xl7/specification
Celerio Ga 1.0L MT	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Alphard Z 2.5L	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
Vellfire Z Premier	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf
Fronx 1.5L	Fronx	https://www.suzuki.co.th/model/fronx/
Alphard 2.5	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Alphard 2.5 Sc Package	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Alphard Z 2WD 2.5L	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
Alphard 2.5 Z	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
Alphard Z	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
Jimny Sierra Jc	Jimny Sierra	https://www.suzuki.co.jp/car/jimny_sierra/
Alphard Sc Package 2.5L	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Celerio GL Up 1.0L Cvt	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Alphard Sc Package	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Jimny 1.5L 4AT	Jimny	https://www.suzuki.co.th/model/jimny/
GR86 Rc	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf
Vellfire 2.5	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf
Gr Yaris RZ High Performance	Gr Yaris	https://toyota.jp/pages/contents/gryaris/001_p_002/pdf/gryaris_spec_202603.pdf
Crown Crossover	Crown	https://toyota.jp/pages/contents/crowncrossover/001_p_001/pdf/crowncrossover_spec_202609.pdf
Gr Yaris Rc	Gr Yaris	https://toyota.jp/pages/contents/gryaris/001_p_002/pdf/gryaris_spec_202603.pdf
Alphard 2.5L Sc Package	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser ZX	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Jimny Sierra Jc 1.5L	Jimny Sierra	https://www.suzuki.co.jp/car/jimny_sierra/
Vellfire Z Premier 2.4L	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf
Land Cruiser 300 ZX	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Ciaz GL Cvt	Ciaz	https://www.suzuki.co.th/en/model/CIAZ/specification
Land Cruiser 300 ZX 3.3L	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Celerio GL 1.0L	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Swift GL Plus 1.2L Cvt	Swift	https://www.suzuki.co.th/en/model/swift/specification [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
GR86 Cup Car Basic	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Crown Sport Z	Crown	https://toyota.jp/pages/contents/crownsport/001_p_001/pdf/crownsport_spec_202609.pdf
Vellfire Z Premier E-Four	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf
GR86 RZ 2WD	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf
Jimny Alpha 5	Jimny	https://www.nexaexperience.com/jimny/
GR86 RZ Ridge Green Limited	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Alphard Executive Lounge	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf
GR86 RZ	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf
Voxy Sz	Voxy	https://toyota.jp/pages/contents/voxy/004_p_001/pdf/voxy_spec_202609.pdf
Land Cruiser Gr Sport	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser Ax	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Alphard X	Alphard	https://toyota.jp/pages/contents/alphard/004_p_001/pdf/alphard_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Crown Crossover G Advanced	Crown	https://toyota.jp/pages/contents/crowncrossover/001_p_001/pdf/crowncrossover_spec_202609.pdf
Celerio Gx 1.0L	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Swift Glx-Navi 1.2L Cvt	Swift	https://www.suzuki.co.th/en/model/swift/specification [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Voxy S-Z 2WD	Voxy	https://toyota.jp/pages/contents/voxy/004_p_001/pdf/voxy_spec_202609.pdf
Spacia Custom	Spacia	https://www.suzuki.co.jp/car/spacia_custom/
Gr Yaris Rc At	Gr Yaris	https://toyota.jp/pages/contents/gryaris/001_p_002/pdf/gryaris_spec_202603.pdf
Gr Corolla RZ	Gr Corolla	https://toyota.jp/pages/contents/grcorolla/001_p_004/pdf/grcorolla_spec_202509.pdf
Crown Z	Crown	https://toyota.jp/pages/contents/crown/013_p_001/pdf/crown_spec_202609.pdf
Celerio Ga 1.0L	Celerio	https://www.suzuki.co.th/en/model/CELERIO/specification
Crown 2.5L Sport Z	Crown	https://toyota.jp/pages/contents/crownsport/001_p_001/pdf/crownsport_spec_202609.pdf
Jimny XG MT	Jimny	https://www.suzuki.co.jp/car/jimny/
Jimny XC	Jimny	https://www.suzuki.co.jp/car/jimny/
GR86 RZ 10TH Anniversary	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Ciaz Glx Cvt	Ciaz	https://www.suzuki.co.th/en/model/CIAZ/specification
Jimny Alpha	Jimny	https://www.nexaexperience.com/jimny/
Crown Sport Z 2.5L	Crown	https://toyota.jp/pages/contents/crownsport/001_p_001/pdf/crownsport_spec_202609.pdf
Noah X 2WD	Noah	https://toyota.jp/pages/contents/noah/004_p_001/pdf/noah_spec_202609.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Roomy Custom GT	Roomy	https://toyota.jp/pages/contents/roomy/001_p_006/pdf/roomy_spec_202608.pdf
Vellfire Z G Edition	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Vellfire 250	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Vellfire 2.5ZG Edition	Vellfire	https://toyota.jp/pages/contents/vellfire/003_p_001/pdf/vellfire_spec_202606.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser 300 Sahara 3.3L	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser 300 Sahara ZX	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser 300 ZX Diesel	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser Gr	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Land Cruiser Gx 3.5L	Land Cruiser	https://toyota.jp/landcruiser300/ [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
Ciaz GL MT	Ciaz	https://www.suzuki.co.th/en/model/CIAZ/specification
Ciaz Glx 1.25L Cvt	Ciaz	https://www.suzuki.co.th/en/model/CIAZ/specification
Jimny Sierra Jl	Jimny Sierra	https://www.suzuki.co.jp/car/jimny_sierra/
Jimny XC MT	Jimny	https://www.suzuki.co.jp/car/jimny/
Crown Sport	Crown	https://toyota.jp/pages/contents/crownsport/001_p_001/pdf/crownsport_spec_202609.pdf
Crown Z 2.5L	Crown	https://toyota.jp/pages/contents/crown/013_p_001/pdf/crown_spec_202609.pdf
Gr Yaris Rc M/T	Gr Yaris	https://toyota.jp/pages/contents/gryaris/001_p_002/pdf/gryaris_spec_202603.pdf
GR86 RZ Greddy	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf [tier B: nameplate sourced, grade belongs to a generation whose maker page is retired]
GR86 Sz	GR86	https://toyota.jp/pages/contents/gr86/001_p_001/pdf/gr86_spec_202608.pdf
Harrier 2.5	Harrier	https://toyota.jp/pages/contents/harrier/004_p_001/pdf/harrier_spec_202608.pdf
Century 5.0L	Century	https://toyota.jp/pages/contents/century/003_p_001/pdf/century_spec_202512.pdf
